event_id,event_type,event_timestamp,plan_id,validity_unit,validity_duration,plan_status,_valid_from,_valid_to,_is_current_state
evt_0SwIpzHA2ysLzb5tqipLTwZCSxo1,plan.created,2022-02-02 16:51:04.932Z,pln_0SwCNr4C2ysLzb4DB37NcHAZap1v,day,30,available,2022-02-01 14:21:42.000Z,2022-02-03 17:26:41.160Z,false
evt_0SwIzEHT4esNSO4jiXeunaEe95fm,plan.created,2022-02-02 17:27:47.563Z,pln_0SwHlcMC4esNSO13G0yDDDDqZTJY,day,30,available,2022-02-02 12:27:27.000Z,2022-02-03 20:45:57.442Z,false
evt_0SwIzEPK4esNSO01PI7KzqvCvQv0,plan.created,2022-02-02 17:27:48.050Z,pln_0SwHld8a4esNSO47Hl9En9p2Jgkq,day,30,available,2022-02-02 12:27:30.000Z,2022-02-03 20:45:58.203Z,false
evt_0SwIzEXD4esNSO34QTchyGxNa1f5,plan.created,2022-02-02 17:27:48.539Z,pln_0SwHlduz4esNSO16K8GDjhl67CPz,day,30,available,2022-02-02 12:27:33.000Z,2022-02-03 20:45:59.521Z,false
evt_0SxWA6224W74Mh3dErSupv2CLOvV,plan.created,2022-02-15 14:01:22.662Z,pln_0SxQjCIa4W74Mh3h2yTt4h71ioDT,month,1,available,2022-02-14 15:43:10.000Z,,true
evt_0SxWA62n4W74Mh0NXiWjgyEG7QPV,plan.created,2022-02-15 14:01:22.709Z,pln_0SxQjWmB4W74Mh3hV9iYWIcb3boV,month,1,available,2022-02-14 15:44:28.000Z,2022-04-21 11:54:52.373Z,false
evt_0SxWA63L4W74Mh0WTre4LShdfPe0,plan.created,2022-02-15 14:01:22.743Z,pln_0SxQjcdY4W74Mh5w4AlbBDurpVmb,month,1,available,2022-02-14 15:44:51.000Z,,true
evt_0SxctDHP3mdnwQ3845HfKfQnuamc,plan.created,2022-02-16 17:38:13.299Z,pln_0SxbcVOg3mdnwQ3D4caZEhG7fpTi,day,30,available,2022-02-16 12:25:35.000Z,2022-06-21 12:44:45.852Z,false
evt_0SxctDIC3mdnwQ1w0h3YYvArqHLF,plan.created,2022-02-16 17:38:13.348Z,pln_0Sxbfjo13mdnwQ1ocuNxVwkYZp8o,day,30,available,2022-02-16 12:38:25.000Z,2022-06-21 12:44:45.944Z,false
evt_0SxctDIl3mdnwQ2JF5ZxCs5UyEgo,plan.created,2022-02-16 17:38:13.383Z,pln_0SxbfmQL3mdnwQ52rA1jjp8qnj3H,day,30,available,2022-02-16 12:38:35.000Z,2022-06-21 12:44:46.020Z,false
evt_0SxctDTi3mdnwQ4bGEn0hrxRoNK1,plan.created,2022-02-16 17:38:14.062Z,pln_0Sxbg5Sf3mdnwQ5LEuGqcvTukWov,day,30,available,2022-02-16 12:39:48.000Z,2022-08-29 13:46:59.711Z,false
evt_0SxctDUP3mdnwQ4JmC1hWaG4n1Q9,plan.created,2022-02-16 17:38:14.105Z,pln_0SxbgRPB3mdnwQ0I1zO1Vo87hH5f,day,30,available,2022-02-16 12:41:12.000Z,2022-08-29 13:47:01.062Z,false
evt_0SxctDVC3mdnwQ4NHzdh1mOEHUnk,plan.created,2022-02-16 17:38:14.154Z,pln_0SxbgTpq3mdnwQ56UvrxzDaFYeKC,day,30,available,2022-02-16 12:41:22.000Z,2022-08-29 13:47:01.341Z,false
evt_0SyCWYsy3dZCpo2YJZ58DjZL0qks,plan.created,2022-02-22 19:54:02.904Z,pln_0SyCScvI3dZCpo2OE6LtVftWm4l6,day,30,available,2022-02-22 19:38:25.000Z,2022-06-21 10:42:10.422Z,false
evt_0SyCWYPP3dZCpo2DWlw3UG0WNGpW,plan.created,2022-02-22 19:54:01.071Z,pln_0SyCSdBW3dZCpo4QMajvwirbKuks,day,30,available,2022-02-22 19:38:26.000Z,2022-06-21 10:42:10.176Z,false
evt_0SyCWXqO3dZCpo2RVZIgzinnebuV,plan.created,2022-02-22 19:53:58.900Z,pln_0SyCSdRk3dZCpo4v9NuRxsiGJkzz,day,30,available,2022-02-22 19:38:27.000Z,2022-06-21 10:42:09.702Z,false
evt_0SyTg0bO1V5ifC4mMFdFwFTQDtwS,plan.created,2022-02-25 18:18:12.110Z,pln_0SyTXJcY1V5ifC0sN7Jayg0YFUHG,day,30,available,2022-02-25 17:43:40.000Z,2022-03-14 15:37:49.711Z,false
evt_0SyTg0QL1V5ifC4VfOH6VDw6IXPH,plan.created,2022-02-25 18:18:11.425Z,pln_0SyTXJsn1V5ifC0PmnuGxspiAzZS,day,30,available,2022-02-25 17:43:41.000Z,2022-03-14 15:37:49.046Z,false
evt_0SyTg0PV1V5ifC4xcX9PnLAbLcsE,plan.created,2022-02-25 18:18:11.373Z,pln_0SyTXK911V5ifC46lkoXONQPJxCJ,day,30,available,2022-02-25 17:43:42.000Z,2022-03-14 15:37:48.423Z,false
evt_0SyTg0EM1V5ifC4FxY5aGezLU8Rv,plan.created,2022-02-25 18:18:10.682Z,pln_0SyTXKPF1V5ifC3omfWfe1C6l5kV,day,30,available,2022-02-25 17:43:43.000Z,2022-03-14 15:37:47.700Z,false
evt_0SyTg0ot1V5ifC4QV71FhFg3buPi,plan.created,2022-02-25 18:18:12.947Z,pln_0SyTcvft1V5ifC53ofo3EUQrKFcr,day,30,available,2022-02-25 18:05:58.000Z,2022-11-21 16:48:07.621Z,false
evt_0SyTg0oK1V5ifC4b32odjAElND1Z,plan.created,2022-02-25 18:18:12.912Z,pln_0SyTcvw71V5ifC4Yb8YwcyDbhTil,day,30,available,2022-02-25 18:05:59.000Z,2022-11-21 16:47:57.990Z,false
evt_0SyTg0nJ1V5ifC0VU17OPYD4MJ3K,plan.created,2022-02-25 18:18:12.849Z,pln_0SyTcwCU1V5ifC1bdDAiOvUKSAu1,day,30,available,2022-02-25 18:06:00.000Z,2022-11-21 16:46:04.920Z,false
evt_0SyTg0mU1V5ifC1DNNSyystEQjRm,plan.created,2022-02-25 18:18:12.798Z,pln_0SyTcwSh1V5ifC3tcOeD5fDzC2PO,day,30,available,2022-02-25 18:06:01.000Z,2022-11-21 16:47:46.107Z,false
evt_0Sz05lOo0YoFtm3bqgUFFnEREQPF,plan.created,2022-03-03 07:21:12.950Z,pln_0Sz00PlQ0YoFtm08vaSESoeBmVj8,day,30,available,2022-03-03 06:59:58.000Z,2022-03-03 10:24:51.922Z,false
evt_0Sz7qa6p0YoFtm4cpqLvjCWIbT9R,plan.created,2022-03-04 15:11:05.319Z,pln_0Sz7oI2H0YoFtm0qt741Fvbvpn1m,day,30,available,2022-03-04 15:01:59.000Z,2022-03-07 14:55:47.247Z,false
evt_0SzmYSK93YaeDE0W9glnFnUDrnfJ,plan.created,2022-03-11 14:16:15.265Z,pln_0SzmNlV13YaeDE0jwAwqQmvzaGa0,day,30,available,2022-03-11 13:33:47.000Z,2022-04-21 11:24:52.858Z,false
evt_0SzmYSLu3YaeDE4JNpK4E4P1lzkP,plan.created,2022-03-11 14:16:15.374Z,pln_0SzmOyDn3YaeDE3rRojSqngYCgFy,day,180,available,2022-03-11 13:38:34.000Z,,true
evt_0SzmYSMf3YaeDE4pbCZalvsqZ0zF,plan.created,2022-03-11 14:16:15.421Z,pln_0SzmP3HC3YaeDE4sl1R6jJxGhzbw,day,360,available,2022-03-11 13:38:54.000Z,,true
evt_0T0M3OAU0jg0oY17SRNHH3ZFt5UY,plan.created,2022-03-17 15:58:39.218Z,pln_0T0Lyk7b0jg0oY37J4terGxakgk4,day,30,available,2022-03-17 15:40:11.000Z,2022-06-21 10:41:56.342Z,false
evt_0T0RTJEE3kQpjQ5wW0xeyiaZwRmU,plan.created,2022-03-18 14:12:58.438Z,pln_0T0QxB7u3kQpjQ1qww2obBDfkn5p,month,1,available,2022-03-18 12:05:20.000Z,,true
evt_0T0RjqA03kQpjQ1RudTwepHidF6i,plan.created,2022-03-18 15:18:38.276Z,pln_0T0RcP3i3kQpjQ4TVEpIHjJNPqmg,day,30,available,2022-03-18 14:49:05.000Z,2023-04-11 15:59:27.449Z,false
evt_0T0RpN8x3kQpjQ59EhnehOnlJAkV,plan.created,2022-03-18 15:40:36.703Z,pln_0T0RnMdE3kQpjQ3YEwATcEAmNjnY,day,30,available,2022-03-18 15:32:38.000Z,2022-03-18 16:30:21.549Z,false
evt_0T0tgaZb3kQpjQ5PCME6bP54ZKXO,plan.created,2022-03-23 10:01:20.783Z,pln_0T0tZsY33kQpjQ11gWZqhz3BWqkd,month,1,available,2022-03-23 09:34:41.000Z,2022-04-21 11:55:01.912Z,false
evt_0T1T63DU1V5ifC045zyGF1MrtRSM,plan.created,2022-03-29 11:22:00.848Z,pln_0T1ST00P1V5ifC4Iaxe5Ssxcklj5,day,30,available,2022-03-29 08:46:53.000Z,2022-04-08 13:18:43.480Z,false
evt_0T1T63Eg1V5ifC3s6CGKpH1thquf,plan.created,2022-03-29 11:22:00.922Z,pln_0T1ST4Ti1V5ifC5VW1fHLSphAa3b,day,30,available,2022-03-29 08:47:10.000Z,2022-04-08 13:18:43.800Z,false
evt_0T1T63Qw1V5ifC4KSLO078Sekakx,plan.created,2022-03-29 11:22:01.682Z,pln_0T1ST8661V5ifC56PJtAaTQOsYOg,day,30,available,2022-03-29 08:47:24.000Z,2022-04-08 13:18:43.959Z,false
evt_0T1T63Ry1V5ifC5aaIzDKAp9zVH0,plan.created,2022-03-29 11:22:01.746Z,pln_0T1ST9yV1V5ifC1iHYgABpDRZAyY,day,30,available,2022-03-29 08:47:32.000Z,2022-04-08 13:18:44.080Z,false
evt_0T2Q8WiQ27ZVKJ2GMZDHM0b8DGcg,plan.created,2022-04-08 13:41:54.722Z,pln_0T2PHnh027ZVKJ5danlPcYzdEDyv,day,30,available,2022-04-08 10:12:28.000Z,,true
evt_0T2QPljC4esNSO1cC9TT9Sai3Ie1,plan.created,2022-04-08 14:50:24.006Z,pln_0T2QDiz34esNSO1XwJrwoZ8n4dNU,day,30,available,2022-04-08 14:02:33.000Z,2022-11-22 14:21:53.140Z,false
evt_0T2QjuIE1V5ifC5bqJhQxHdfznPD,plan.created,2022-04-08 16:10:23.490Z,pln_0T2QfnAx1V5ifC4jQe8uzEQbRXX3,day,30,available,2022-04-08 15:54:02.000Z,2022-12-10 17:30:24.894Z,false
evt_0T2QjuHC1V5ifC2iuiye9o9AdKFf,plan.created,2022-04-08 16:10:23.426Z,pln_0T2QfolE1V5ifC5ua6bIqSttbZUp,day,30,available,2022-04-08 15:54:08.000Z,2022-06-21 12:44:39.226Z,false
evt_0T2sGXSB0SV4r829XV0oQYmlsq98,plan.created,2022-04-13 09:09:21.591Z,pln_0T2nUaCa0SV4r82VLcv9R6HxoKW5,day,180,available,2022-04-12 13:33:47.000Z,2022-09-03 06:39:24.408Z,false
evt_0T2sGXZU0SV4r84AcC5KnuY2hsho,plan.created,2022-04-13 09:09:22.044Z,pln_0T2nUdC30SV4r83MN9UxSunGMEls,day,360,available,2022-04-12 13:33:58.000Z,2022-09-03 06:39:24.759Z,false
evt_0T2sGXnA0SV4r84Y7PSEfSjOAGn3,plan.created,2022-04-13 09:09:22.892Z,pln_0T2oMJEj0SV4r81PWigy02RxB0Mz,day,180,available,2022-04-12 17:07:11.000Z,2022-04-21 11:24:49.862Z,false
evt_0T2sGXnk0SV4r80I7eloq1QV7ofu,plan.created,2022-04-13 09:09:22.928Z,pln_0T2oMLu50SV4r82V3vDms1zKGgRJ,day,360,available,2022-04-12 17:07:21.000Z,2022-04-21 11:24:49.908Z,false
evt_0T3eMVUM4RRlXD2KpHNfGN8BfJY6,plan.created,2022-04-21 14:34:08.134Z,pln_0T3dsLDj4RRlXD2X1ONJeazBkw2Y,day,30,available,2022-04-21 12:34:18.000Z,2022-06-21 10:42:15.653Z,false
evt_0T3eMVgW4RRlXD0gg1PdJuXJ6Dqw,plan.created,2022-04-21 14:34:08.888Z,pln_0T3duN5t4RRlXD0bL2pboJ4dKsmn,day,30,available,2022-04-21 12:42:22.000Z,2022-06-21 10:42:15.748Z,false
evt_0T403e5P4Tg6WJ5Q68cR8t4wIOhX,plan.created,2022-04-25 07:37:12.343Z,pln_0T3jNGuK4Tg6WJ2sMF8G07zLCHgX,month,1,available,2022-04-22 11:08:32.000Z,,true
evt_0T4Bw5tJ3kQpjQ3Zd4H8bMN2Mm06,plan.created,2022-04-27 08:22:28.633Z,pln_0T4BTdIg3kQpjQ3scIiDecy4AaOO,day,30,available,2022-04-27 06:29:25.000Z,2022-10-19 12:24:15.713Z,false
evt_0T4Jhiuu4UNnGc0CMUeX7YLkoDDC,plan.created,2022-04-28 16:15:34.416Z,pln_0T4HMzB34UNnGc4CzylbR0V6p0kc,day,30,available,2022-04-28 06:40:39.000Z,,true
evt_0T4PjYQS4UNnGc2ucqyCkB9kTMb7,plan.created,2022-04-29 17:00:28.760Z,pln_0T4PXoDs4UNnGc3PydDWYqlFf4Zu,day,360,available,2022-04-29 16:13:49.000Z,,true
